MWSC,Name,Type,n_Type,RAJ2000,DEJ2000,GLON,GLAT,r0,r1,r2,pmRA,pmDE,RV,e_RV,o_RV,N1sr0,N1sr1,N1sr2,d,E(B-V),MOD,E(J-Ks),E(J-H),dH,logt,e_logt,Nt,SType,[Fe/H],e_[Fe/H],o_[Fe/H],Simbad,
2284,Lynga_3          , , ,229.207,-58.34,321.053,-0.676,0.015,0.06,0.105,-2.39,0.01,       ,        ,0,7,53,154,4164,1.562,13.6,0.75,0.5,0,8.915,       ,    ,   ,        ,       ,0,Simbad,
2285,NGC_5897         ,g,o,229.351,-21.01,342.94,30.3,0.035,0.165,0.285,-3.48,-3.47,101.5,1,0,6,63,119,12502,0.094,15.515,0.045,0.03,0,10.1,       ,    ,glo,-1.745,       ,63,Simbad,
2286,NGC_5904         ,g,o,229.638,2.081,3.854,46.803,0.065,0.25,0.44,5.11,-10.29,53.2,0.4,0,7,76,93,7501,0.029,14.385,0.014,0.009,0,10.1,       ,    ,glo,-1.145,       ,76,Simbad,
2287,DBSB_93          , , ,229.717,-56.66,322.177,0.603,0.017,0.055,0.1,-7.47,-4.34,       ,        ,0,4,24,80,2049,1.374,12,0.66,0.44,0,8.2,       ,    ,irc,        ,       ,0,Simbad,
2288,ASCC_79          , , ,229.665,-60.63,320.035,-2.74,0.05,0.28,0.51,-3.55,-4.2,4.5,2.65,4,11,203,703,871,0.312,9.801,0.15,0.1,0,6.95,       ,    ,   ,        ,       ,0,Simbad,
2289,FSR_1698         , , ,230.241,-59.62,320.82,-2.042,0.018,0.075,0.125,-5.19,-2.3,       ,        ,0,5,41,96,1562,0.874,11.25,0.42,0.28,0,8.56,       ,1,irc,        ,       ,0,Simbad,
2290,ASCC_80          , , ,231.187,-60.128,320.94,-2.727,0.02,0.17,0.315,-3.33,-5.03,-25,20,1,5,207,688,1281,0.396,10.665,0.19,0.127,-0.02,8.375,       ,    ,   ,        ,       ,0,Simbad,
2291,FSR_1728         , , ,231.255,-35.635,334.89,17.538,0.02,0.075,0.145,-6.95,-2.21,       ,        ,0,5,22,65,1031,0.26,10.15,0.125,0.083,0.02,8.9,       ,1,   ,        ,       ,0,Simbad,
2292,FSR_1693         , , ,231.457,-64.82,318.429,-6.698,0.025,0.085,0.14,-8.28,-1.31,       ,        ,0,6,36,87,3743,0.416,13,0.2,0.133,0,9.11,0.042,9,   ,        ,       ,0,Simbad,
2293,NGC_5925         , , ,231.892,-54.517,324.379,1.723,0.02,0.08,0.135,0.48,-3.72,       ,        ,0,7,58,143,1555,0.75,11.2,0.36,0.24,0,8.25,       ,    ,   ,        ,       ,0,Simbad,
2294,ESO_329-02       ,r,o,231.883,-41.05,332.069,12.83,0.02,0.065,0.095,-6.52,-1.75,       ,        ,0,6,29,45,1546,0.167,11,0.08,0.053,0,9.3,       ,    ,non,        ,       ,0,Simbad,
2295,NGC_5927         ,g,o,232.003,-50.673,326.599,4.865,0.045,0.11,0.2,-8.19,3.03,-107.5,0.9,0,4,50,182,7699,0.45,14.577,0.216,0.144,0,9.95,       ,    ,glo,-0.49,       ,50,Simbad,
2296,FSR_1701         ,r,c,232.11,-56.997,323.087,-0.397,0.01,0.068,0.1,-2.87,-7.11,       ,        ,0,1,18,43,1505,1.124,11.249,0.54,0.36,0,8.4,       ,    ,   ,        ,       ,0,Simbad,
2297,DBSB_141         , , ,232.147,-56.375,323.454,0.105,0.01,0.035,0.06,-2.72,-0.75,       ,        ,0,4,21,52,5240,2.186,14.3,1.05,0.7,0.03,6,       ,    ,irc,        ,       ,0,Simbad,
2298,Alessi_8         ,a,c,232.365,-51.255,326.457,4.256,0.02,0.14,0.26,-7.69,-7,       ,        ,0,3,63,200,715,0.09,9.3,0.043,0.029,-0.03,8.105,       ,    ,   ,        ,       ,0,Simbad,
2299,ESO_099-06       ,r,o,232.45,-64.85,318.762,-6.962,0.02,0.065,0.105,-2.04,-3.62,       ,        ,0,5,25,57,1274,0.229,10.6,0.11,0.073,0,8.9,       ,    ,   ,        ,       ,0,Simbad,
2302,Lynga_4          , , ,233.332,-55.24,324.649,0.657,0.035,0.1,0.195,-7,-3.69,       ,        ,0,23,105,327,1369,1.301,11.101,0.625,0.417,0,8.55,       ,    ,   ,        ,       ,0,Simbad,
2303,Loden_2159       , , ,233.415,-58.135,323.012,-1.731,0.02,0.085,0.14,0.75,-1.34,       ,        ,0,7,70,168,6111,1.77,14.5,0.85,0.567,0,8.5,       ,    ,dub,        ,       ,0,Simbad,
2304,Harvard_9        , , ,233.46,-53.68,325.612,1.887,0.01,0.07,0.12,-4.21,-2.97,       ,        ,0,2,63,153,1478,0.937,11.15,0.45,0.3,0,8.25,       ,    ,   ,        ,       ,0,Simbad,
2305,Loden_2158       , , ,233.767,-58.275,323.082,-1.953,0.012,0.1,0.14,-4.02,0.33,       ,        ,0,3,82,149,6206,1.666,14.5,0.8,0.534,0,8.5,       ,    ,dub,        ,       ,0,Simbad,
2306,NGC_5946         ,g,o,233.869,-50.66,327.578,4.196,0.025,0.06,0.12,-15.51,0.14,128.4,1.8,0,1,18,54,10596,0.541,15.3,0.26,0.173,0.02,10.1,       ,    ,glo,-1.29,       ,18,Simbad,
2307,FSR_1700         , , ,234.705,-59.253,322.898,-3.029,0.01,0.06,0.115,-3.26,-0.43,       ,        ,0,1,26,70,2357,0.739,12.1,0.355,0.237,0.015,8.905,0.075,2,   ,        ,       ,0,Simbad,
2308,vdBergh-Hagen_176,g,o,234.772,-50.051,328.405,4.347,0.02,0.06,0.1,0.19,-0.63,999.9,99.9,0,1,11,33,18887,0.541,16.555,0.26,0.173,0,9.8,       ,    ,glo,-0.1,       ,11,Simbad,
2309,Loden_2313       , , ,235.237,-52.46,327.195,2.242,0.025,0.1,0.185,-3.8,-3.4,       ,        ,0,7,114,357,1076,0.281,10.25,0.135,0.09,-0.025,8.29,       ,    ,   ,        ,       ,0,Simbad,
2310,Lynga_5          , , ,235.474,-56.65,324.785,-1.189,0.02,0.1,0.16,-5.7,-3.58,       ,        ,0,7,126,282,1753,0.874,11.5,0.42,0.28,-0.02,8.975,       ,    ,   ,        ,       ,0,Simbad,
2311,FSR_1703         , , ,235.492,-54.98,325.799,0.138,0.012,0.06,0.115,-4.23,1.2,       ,        ,0,3,17,61,1330,0.874,10.901,0.42,0.28,0,8.55,       ,    ,   ,        ,       ,0,Simbad,
2312,DBSB_94          , , ,235.575,-53.96,326.453,0.923,0.018,0.045,0.075,-3.7,-0.19,-42.4,        ,0,4,14,36,2422,0.979,12.236,0.47,0.313,0.06,8.22,       ,    ,irc,        ,       ,0,Simbad,
2313,Loden_2326       , , ,235.912,-52.47,327.517,1.986,0.02,0.07,0.11,-7,-3.33,       ,        ,0,8,58,133,1390,0.573,10.899,0.275,0.183,0,8.83,       ,    ,   ,        ,       ,0,Simbad,
2317,NGC_5986         ,g,o,236.512,-37.786,337.017,13.274,0.03,0.09,0.165,-10.52,-1.48,88.9,3.7,0,0,33,119,10517,0.281,15.2,0.135,0.09,0,10.1,       ,    ,glo,-1.345,       ,33,Simbad,
2318,Johansson_1      , , ,236.562,-52.378,327.887,1.816,0.02,0.195,0.3,-6.58,-3.3,-13,7.4,1,5,374,923,869,0.171,9.75,0.082,0.055,-0.04,8.725,       ,    ,   ,        ,       ,0,Simbad,
2319,ASCC_81          , , ,236.692,-50.995,328.803,2.856,0.025,0.1,0.16,-3.6,-4.55,       ,        ,0,7,108,270,850,0.167,9.701,0.08,0.053,-0.04,8.75,       ,    ,   ,        ,       ,0,Simbad,
2320,ASCC_82          , , ,236.76,-64.412,320.519,-7.713,0.02,0.11,0.21,-2.34,-5.16,       ,        ,0,2,33,135,800,0,9.515,0,0,-0.04,8.6,       ,    ,   ,        ,       ,0,Simbad,
2321,FSR_1715         , , ,237.165,-50.215,329.523,3.282,0.015,0.05,0.075,-4.55,-1.49,       ,        ,0,5,35,75,1423,0.729,11.001,0.35,0.233,0,8.485,       ,1,irc,        ,       ,0,Simbad,
2322,FSR_1714         , , ,237.36,-50.603,329.378,2.901,0.025,0.1,0.17,-4.11,-2.79,       ,        ,0,11,136,369,1608,0.833,11.299,0.4,0.267,0.02,8.5,       ,    ,irc,        ,       ,0,Simbad,
2323,NGC_5998         ,r,o,237.36,-28.583,343.793,19.838,0.022,0.09,0.14,-4.83,-3.12,       ,        ,0,3,26,55,4853,0.062,13.45,0.03,0.02,0.01,9.5,       ,    ,non,        ,       ,0,Simbad,
2324,Collinder_292    , , ,237.51,-57.638,325.049,-2.646,0.02,0.11,0.17,-1.39,-1.54,       ,        ,0,4,65,141,1106,0.25,10.299,0.12,0.08,0,8.7,0.062,5,   ,        ,       ,0,Simbad,
2325,ASCC_83          , , ,237.517,-52.79,328.086,1.133,0.02,0.1,0.17,-4.76,-4.67,       ,        ,0,3,62,175,619,0.125,8.999,0.06,0.04,-0.04,8.1,       ,1,   ,        ,       ,0,Simbad,
2326,NGC_5999         , , ,238.042,-56.467,326.012,-1.918,0.01,0.055,0.1,0.8,0.25,       ,        ,0,2,13,42,1629,0.437,11.2,0.21,0.14,0,8.6,0.095,2,   ,        ,       ,0,Simbad,
2328,FSR_1719         , , ,238.44,-49.51,330.607,3.312,0.01,0.06,0.11,-9.15,-1.02,       ,        ,0,4,43,125,1113,0.208,10.299,0.1,0.067,-0.03,9.4,       ,    ,   ,        ,       ,0,Simbad,
2329,DBSB_149         ,n,o,238.537,-53.18,328.317,0.443,0.015,0.028,0.045,-6.79,0.88,-93.6,        ,0,6,14,33,4204,1.187,13.5,0.57,0.38,0,6.4,       ,    ,irc,        ,       ,0,Simbad,
2332,FSR_1712         , , ,238.68,-52.48,328.829,0.927,0.025,0.085,0.17,-4.57,-2.67,       ,        ,0,8,78,306,1137,0.687,10.5,0.33,0.22,-0.02,8.6,       ,    ,   ,        ,       ,0,Simbad,
2333,ASCC_84          , , ,238.732,-60.745,323.561,-5.446,0.035,0.115,0.2,-1.92,-5.54,-5,0.01,2,10,85,206,884,0.271,9.819,0.13,0.087,0,7.85,       ,    ,   ,        ,       ,0,Simbad,
2335,FSR_1723         , , ,238.777,-46.01,333.028,5.858,0.03,0.085,0.155,-5.43,-3.77,       ,        ,0,17,71,182,1513,0.312,11,0.15,0.1,0,8.77,0.116,2,   ,        ,       ,0,Simbad,
2336,NGC_6005         , , ,238.995,-57.44,325.792,-2.999,0.012,0.07,0.13,12.12,13.26,       ,        ,0,3,17,45,1802,0.687,11.5,0.33,0.22,0,9.06,0.015,7,   ,        ,       ,0,Simbad,
2337,Ruprecht_113     , , ,239.385,-59.495,324.619,-4.701,0.03,0.265,0.45,-3.05,-2,       ,        ,0,3,266,756,810,0.15,9.591,0.072,0.048,0.005,8.345,0.215,2,   ,        ,       ,0,Simbad,
2338,FSR_1709         , , ,239.37,-54.375,327.928,-0.79,0.02,0.095,0.15,-0.64,-1,-37.5,8.5,2,5,51,127,1893,0.666,11.6,0.32,0.213,0,8.5,       ,    ,   ,        ,       ,0,Simbad,
2339,ESO_389-05       , , ,239.452,-36.195,339.912,12.966,0.014,0.06,0.112,-3.85,-5.4,       ,        ,0,2,29,86,4785,0.312,13.5,0.15,0.1,0,9.55,       ,    ,   ,        ,       ,0,Simbad,
2343,Trumpler_23      , , ,240.217,-53.533,328.854,-0.474,0.012,0.1,0.165,-5.67,-4.96,       ,        ,0,2,55,120,2194,0.604,11.9,0.29,0.193,0,8.96,0.03,18,   ,        ,       ,0,Simbad,
2346,Moffat_1         , , ,240.375,-54.117,328.542,-0.976,0.02,0.06,0.1,0.52,-0.76,-42,        ,1,4,26,87,2120,0.937,11.933,0.45,0.3,0,6.8,       ,    ,var,        ,       ,0,Simbad,
2347,NGC_6025         ,a,c,240.817,-60.4,324.566,-5.854,0.02,0.19,0.345,-4.22,-3.24,-3.4,7.4,1,6,192,523,763,0.208,9.48,0.1,0.067,0,8.18,       ,    ,   ,0.19,       ,0,Simbad,
2348,Lynga_6          , , ,241.222,-51.925,330.373,0.332,0.018,0.065,0.125,-4.08,-1.17,-59.4,0.6,1,9,56,170,1771,1.27,11.65,0.61,0.407,0,7.45,       ,    ,   ,        ,       ,0,Simbad,
2349,Dolidze_50       ,r,o,241.402,-20.485,352.681,23.109,0.012,0.078,0.125,-2.18,-3,       ,        ,0,2,16,29,1546,0.479,11.1,0.23,0.153,0,9.4,       ,    ,ast,        ,       ,0,Simbad,
2350,Ruprecht_114     ,r,c,241.584,-56.867,327.23,-3.489,0.015,0.075,0.125,0.99,0.23,       ,        ,0,1,29,61,2088,0.625,11.8,0.3,0.2,0,8.9,       ,    ,   ,        ,       ,0,Simbad,
2351,DBSB_159         , , ,241.597,-50.725,331.348,1.07,0.01,0.045,0.065,-7.31,-1.61,-81,        ,0,1,59,111,3358,1.77,13.2,0.85,0.567,0.01,6.62,       ,    ,irc,        ,       ,0,Simbad,
2352,NGC_6031         , , ,241.912,-54.018,329.282,-1.502,0.018,0.08,0.14,-4.25,-4.1,-2.5,1.34,4,6,58,146,1278,0.521,10.7,0.25,0.167,-0.015,8.195,0.024,2,   ,        ,       ,0,Simbad,
2353,DBSB_153         ,n,o,241.908,-52.53,330.28,-0.398,0.012,0.05,0.09,2.41,-4.62,-82.2,        ,0,2,14,33,6497,1.978,14.7,0.95,0.634,0.11,8,       ,    ,irc,        ,       ,0,Simbad,
2354,FSR_1736         , , ,241.98,-39.35,339.256,9.288,0.02,0.07,0.105,-3.14,-2.63,       ,        ,0,4,34,66,7468,0.416,14.5,0.2,0.133,0,9.7,       ,    ,   ,        ,       ,0,Simbad,
2355,DBSB_154         ,n,o,242.37,-52.25,330.677,-0.382,0.01,0.042,0.06,-2.83,-1.77,       ,        ,0,2,22,42,2087,1.249,12,0.6,0.4,0,6.7,       ,    ,irc,        ,       ,0,Simbad,
2356,DBSB_155         ,n,o,242.55,-52.135,330.836,-0.372,0.01,0.03,0.055,-7.81,1.2,       ,        ,0,3,19,49,2186,1.249,12.1,0.6,0.4,0,7.2,       ,    ,irc,        ,       ,0,Simbad,
2357,DBSB_101         ,a,o,242.64,-49.013,332.999,1.881,0.02,0.065,0.115,-3,-0.3,-39,1,2,3,43,130,1076,1.062,10.501,0.51,0.34,-0.04,8.05,       ,    ,   ,        ,       ,0,Simbad,
2358,FSR_1675         ,r,c,242.62,-77.66,312.853,-18.815,0.02,0.085,0.135,-4.02,-6.28,       ,        ,0,4,30,53,5666,0.104,13.8,0.05,0.033,0,9.2,       ,    ,   ,        ,       ,0,Simbad,
2359,FSR_1716         , , ,242.67,-53.75,329.792,-1.606,0.025,0.085,0.16,-2.29,-3.65,       ,        ,0,10,38,125,2396,1.874,12.5,0.9,0.6,0,9.225,       ,    ,   ,        ,       ,0,Simbad,
2361,Lynga_7          ,g,o,242.763,-55.314,328.766,-2.788,0.02,0.06,0.095,-10.43,-0.91,8,5,0,1,22,56,8785,0.874,15,0.42,0.28,0,10.05,       ,    ,glo,-1.01,       ,22,Simbad,
2363,DBSB_158         , , ,242.797,-51.525,331.363,-0.029,0.018,0.065,0.115,-9.83,2.4,       ,        ,0,9,52,135,2434,0.833,12.2,0.4,0.267,0,8.705,0.028,9,irc,        ,       ,0,Simbad,
2365,DBSB_144         , , ,243.04,-51.475,331.508,-0.095,0.01,0.04,0.06,-5.98,-0.94,       ,        ,0,3,27,61,7362,0.979,14.65,0.47,0.313,0,6,       ,    ,irc,        ,       ,0,Simbad,
2366,DBSB_156         , , ,243.063,-52.046,331.128,-0.521,0.01,0.04,0.075,0.88,-0.06,-69,        ,0,1,21,76,2031,1.124,11.9,0.54,0.36,0,7.3,       ,    ,irc,        ,       ,0,Simbad,
2367,DBSB_157         , , ,243.084,-51.771,331.325,-0.33,0.015,0.065,0.12,-4.71,-3.3,-67.3,        ,0,2,18,44,3917,1.041,13.3,0.5,0.333,0.01,7.95,       ,    ,irc,        ,       ,0,Simbad,
2368,Ruprecht_115     , , ,243.24,-52.427,330.946,-0.873,0.025,0.09,0.14,-3.73,-6.26,       ,        ,0,4,36,89,1948,0.937,11.749,0.45,0.3,0,9.135,0.036,14,   ,        ,       ,0,Simbad,
2369,DBSB_99          , , ,243.255,-50.39,332.349,0.603,0.02,0.065,0.12,-7.26,-3.47,       ,        ,0,5,27,88,2867,1.905,12.9,0.915,0.61,0.07,7.7,       ,    ,irc,        ,       ,0,Simbad,
2370,NGC_6067         , , ,243.3,-54.22,329.741,-2.202,0.03,0.135,0.235,-2,-2.62,-37.3,3.02,15,10,121,285,1793,0.412,11.401,0.198,0.132,0.02,7.97,       ,    ,   ,0.138,0.06,5,Simbad,
2371,Pismis_22        , , ,243.555,-51.865,331.473,-0.598,0.015,0.06,0.13,-10.73,-3.63,       ,        ,0,2,17,50,2023,1.926,12.15,0.925,0.617,0.01,8.2,       ,    ,   ,        ,       ,0,Simbad,
2373,Ruprecht_176     , , ,243.66,-51.333,331.887,-0.257,0.01,0.053,0.085,-4.3,-3.01,       ,        ,0,2,13,30,2686,0.479,12.3,0.23,0.153,0,8.76,       ,1,   ,        ,       ,0,Simbad,
2374,DBSB_102         , , ,243.754,-49.85,332.953,0.775,0.018,0.04,0.06,-8.62,-1.98,-47.6,        ,0,7,27,44,4362,0.937,13.5,0.45,0.3,0,6.1,       ,    ,irc,        ,       ,0,Simbad,
2376,NGC_6093         ,g,o,244.26,-22.976,352.668,19.469,0.035,0.095,0.17,-4.11,-4.04,8.1,1.5,0,1,35,87,10011,0.179,15.06,0.086,0.057,0,10.1,       ,    ,glo,-1.445,       ,35,Simbad,
2377,DBSB_161         , , ,244.27,-50.792,332.538,-0.133,0.01,0.043,0.07,-6.57,-3.1,-49.6,        ,0,1,27,72,6353,1.197,14.4,0.575,0.384,0,6,       ,    ,irc,        ,       ,0,Simbad,
2378,FSR_1749         ,r,c,244.357,-31.2,346.49,13.757,0.02,0.085,0.13,-2.2,0.11,       ,        ,0,3,26,52,8015,0.25,14.6,0.12,0.08,0,9.5,       ,    ,   ,        ,       ,0,Simbad,
2379,FSR_1737         , , ,244.594,-40.22,340.11,7.268,0.015,0.05,0.09,3.62,0.98,       ,        ,0,5,28,79,2136,1.249,12.05,0.6,0.4,0.055,9.5,       ,    ,   ,        ,       ,0,Simbad,
2380,DBSB_163         , , ,244.68,-50.316,333.056,0.027,0.01,0.045,0.08,-6.35,-3.96,       ,        ,0,2,28,95,1258,0.937,10.8,0.45,0.3,-0.03,8.32,       ,    ,irc,        ,       ,0,Simbad,
2381,Harvard_10       ,a,c,244.732,-54.92,329.854,-3.283,0.055,0.195,0.38,-2.42,-11,-18.2,1.94,3,19,181,711,1441,0.333,10.901,0.16,0.107,0,7.97,       ,    ,   ,        ,       ,0,Simbad,
2382,NGC_6087         ,a,c,244.71,-57.94,327.719,-5.425,0.05,0.17,0.32,-1.41,-3.5,-13.7,7.5,4,17,119,379,889,0.271,9.832,0.13,0.087,-0.02,7.95,       ,    ,   ,-0.01,0.06,0,Simbad,
2383,FSR_1734         , , ,244.771,-42.129,338.852,5.819,0.015,0.07,0.11,-3.2,-4.55,       ,        ,0,6,57,133,3481,0.75,12.95,0.36,0.24,0,9.5,       ,    ,   ,        ,       ,0,Simbad,
2385,DBSB_164         , , ,244.852,-50.15,333.252,0.068,0.012,0.035,0.06,-5.49,-7.53,-50,        ,0,3,18,36,2053,1.051,11.9,0.505,0.337,0,7.3,       ,    ,irc,        ,       ,0,Simbad,
2386,Lynga_8          , , ,245.016,-50.217,333.279,-0.053,0.01,0.037,0.075,-0.87,-9.24,       ,        ,0,4,12,47,1338,0.833,10.9,0.4,0.267,0.01,9.29,0.003,2,rem,        ,       ,0,Simbad,
2387,DBSB_100         , , ,245.109,-50.907,332.836,-0.585,0.015,0.042,0.06,-4.87,-2.74,       ,        ,0,2,22,44,2240,1.083,12.1,0.52,0.347,0.02,8.55,       ,    ,irc,        ,       ,0,Simbad,
2388,DBSB_162         , , ,245.115,-50.695,332.988,-0.437,0.01,0.028,0.045,0.12,-6.13,       ,        ,0,3,14,43,5523,1.52,14.2,0.73,0.487,0,6.3,       ,    ,irc,        ,       ,0,Simbad,
2389,Lynga_9          , , ,245.17,-48.517,334.547,1.084,0.01,0.055,0.1,-9.94,3.34,       ,        ,0,3,40,110,1704,1.166,11.533,0.56,0.374,0,8.82,       ,    ,   ,        ,       ,0,Simbad,
2390,DBSB_166         , , ,245.377,-50.01,333.589,-0.07,0.016,0.035,0.05,-3.06,-3.1,       ,        ,0,9,20,56,5366,1.093,14,0.525,0.35,0,6.2,       ,    ,irc,        ,       ,0,Simbad,
2393,Ruprecht_116     , , ,245.85,-52,332.389,-1.685,0.018,0.07,0.13,-3.23,-3.95,       ,        ,0,2,19,62,895,0.135,9.803,0.065,0.043,0,8.95,       ,    ,   ,        ,       ,0,Simbad,
2394,DBSB_167         , , ,245.857,-49.545,334.138,0.039,0.018,0.035,0.055,-5.61,2.95,       ,        ,0,5,14,36,4076,1.395,13.5,0.67,0.447,0,6.2,       ,    ,irc,        ,       ,0,Simbad,
2395,Ruprecht_117     , , ,245.857,-51.88,332.478,-1.604,0.018,0.052,0.08,-2.92,-7.83,       ,        ,0,3,8,25,937,0.125,9.899,0.06,0.04,-0.04,8.95,       ,    ,   ,        ,       ,0,Simbad,
2396,NGC_6121         ,g,o,245.896,-26.526,350.968,15.978,0.065,0.47,0.885,-17.63,-21.57,70.7,0.2,0,16,392,450,2199,0.354,11.825,0.17,0.113,0,10.1,       ,    ,glo,-0.845,       ,392,Simbad,
2397,Grasdalen_1      ,n,o,245.917,-24.455,352.586,17.352,0.02,0.125,0.195,-1.67,-4.79,       ,        ,0,2,22,35,1762,2.082,11.9,1,0.667,0.03,7.9,       ,    ,rem,        ,       ,0,Simbad,
2398,FSR_1751         , , ,245.962,-32.01,346.859,12.21,0.018,0.06,0.115,-4.72,-2.04,       ,        ,0,8,26,85,3393,0.458,12.8,0.22,0.147,0,9.415,       ,    ,   ,        ,       ,0,Simbad,
2399,Pismis_23        , , ,245.991,-48.895,334.661,0.434,0.018,0.05,0.075,-7.45,1.19,       ,        ,0,4,24,41,2820,1.457,12.72,0.7,0.467,0.03,8.565,0.07,5,   ,        ,       ,0,Simbad,
2400,ESO_226-06       , , ,246.067,-51.155,333.086,-1.187,0.01,0.038,0.08,-0.37,-5.13,       ,        ,0,4,20,73,1220,0.833,10.7,0.4,0.267,0,8.475,       ,    ,   ,        ,       ,0,Simbad,
2401,ESO_137-23       ,r,o,246.127,-61.733,325.501,-8.595,0.018,0.08,0.13,-0.19,-4.71,       ,        ,0,3,29,85,1561,0.104,11.001,0.05,0.033,0,9.55,       ,    ,dub,        ,       ,0,Simbad,
2402,Ruprecht_118     , , ,246.18,-51.94,332.574,-1.787,0.02,0.075,0.14,-2.49,-4.09,       ,        ,0,2,19,69,974,0.146,9.99,0.07,0.047,-0.04,8.94,0.028,3,   ,        ,       ,0,Simbad,
2403,NGC_6124         , , ,246.315,-40.65,340.728,6.034,0.03,0.225,0.455,-0.5,-2.65,-21.1,0.19,8,13,474,1631,559,0.656,8.948,0.315,0.21,0,8.285,       ,    ,   ,        ,       ,0,Simbad,
2404,NGC_6101         ,g,o,246.45,-72.202,317.743,-15.82,0.025,0.075,0.125,-2.98,-0.46,361.4,1.7,0,1,16,45,15405,0.052,15.955,0.025,0.017,0.03,10.1,       ,    ,glo,-1.545,       ,16,Simbad,
2409,NGC_6144         ,g,o,246.807,-26.024,351.923,15.707,0.02,0.09,0.155,-4.42,-5.54,193.8,0.6,0,1,35,69,8903,0.364,14.865,0.175,0.117,0,10.1,       ,    ,glo,-1.245,       ,35,Simbad,
2411,NGC_6139         ,g,o,246.918,-38.849,342.361,6.945,0.04,0.075,0.13,-7.39,-5.73,6.7,6,0,11,58,163,10110,0.75,15.265,0.36,0.24,0.02,10.1,       ,    ,glo,-1.545,       ,58,Simbad,
2412,NGC_6134         , , ,246.952,-49.155,334.915,-0.199,0.02,0.115,0.22,-1.65,-5.12,-26,0.2,14,7,166,433,892,0.458,9.899,0.22,0.147,-0.01,9.015,0.019,28,   ,0.15,0.07,3,Simbad,
2413,Ruprecht_119     , , ,247.05,-51.51,333.259,-1.875,0.02,0.085,0.13,-2.11,-0.56,-11.2,1.34,6,3,53,107,1105,0.57,10.4,0.274,0.183,0,8.435,       ,    ,   ,        ,       ,0,Simbad,
2414,Terzan_3         ,g,o,247.167,-35.353,345.072,9.193,0.025,0.09,0.16,-6.86,-1.85,-136.3,0.7,0,6,74,175,8205,0.729,14.805,0.35,0.233,0,9.95,       ,    ,glo,-0.74,       ,74,Simbad,
2415,Hogg_19          , , ,247.26,-49.097,335.096,-0.305,0.016,0.06,0.12,-3.52,-4.01,       ,        ,0,6,38,162,898,0.416,9.9,0.2,0.133,-0.02,9.015,       ,    ,   ,        ,       ,0,Simbad,
2416,DBSB_170         , , ,247.245,-49.603,334.723,-0.647,0.01,0.04,0.075,-4.63,-0.22,       ,        ,0,2,9,17,5163,1.353,14,0.65,0.434,0.07,8,       ,    ,irc,        ,       ,0,Simbad,
2417,FSR_1761         ,r,o,247.287,-27.961,350.72,14.099,0.025,0.09,0.18,-5.27,-6.44,       ,        ,0,6,30,107,7468,0.416,14.5,0.2,0.133,0,9.6,       ,    ,   ,        ,       ,0,Simbad,
2418,Patchick_94      , , ,247.399,-47.3,336.462,0.867,0.012,0.04,0.065,-8.15,-2.57,       ,        ,0,5,26,60,3178,1.52,13,0.73,0.487,0,6.55,       ,    ,   ,        ,       ,0,Simbad,
2419,FSR_1727         , , ,247.455,-49.752,334.709,-0.848,0.03,0.085,0.14,-4.33,-1.17,       ,        ,0,14,50,106,1201,0.937,10.699,0.45,0.3,-0.04,8.87,0.03,2,   ,        ,       ,0,Simbad,
2420,FSR_1725         , , ,247.605,-50.125,334.504,-1.175,0.016,0.065,0.115,0.38,-4.38,       ,        ,0,5,46,137,1623,1.395,11.5,0.67,0.447,0,8,       ,    ,   ,        ,       ,0,Simbad,
2421,FSR_1772         ,r,o,247.762,-24.275,353.885,16.207,0.025,0.23,0.4,-1.08,-1.04,       ,        ,0,6,118,194,4350,0.645,13.4,0.31,0.207,0,9.4,       ,    ,   ,        ,       ,0,Simbad,
2422,NGC_6171         ,g,o,248.133,-13.054,3.369,23.017,0.035,0.13,0.23,-0.43,-11.52,-34.1,0.3,0,9,82,115,6397,0.333,14.137,0.16,0.107,-0.02,10.1,       ,    ,glo,-0.945,       ,82,Simbad,
2423,NGC_6152         , , ,248.175,-52.64,332.911,-3.153,0.035,0.11,0.19,-2,-4.35,       ,        ,0,8,68,170,1031,0.198,10.13,0.095,0.063,0,8.63,0.045,10,   ,        ,       ,0,Simbad,
2424,NGC_6169         , , ,248.527,-44.016,339.4,2.535,0.02,0.07,0.11,0.69,-2.47,6.3,        ,1,3,21,60,1007,0.729,10.25,0.35,0.233,-0.07,7.5,       ,    ,   ,        ,       ,0,Simbad,
2425,NGC_6167         , , ,248.67,-49.785,335.22,-1.444,0.025,0.12,0.21,-2.09,-3.95,-34.4,1.5,3,11,156,471,1216,0.854,10.699,0.41,0.273,0,8.19,       ,    ,   ,        ,       ,0,Simbad,
2426,Ruprecht_120     , , ,248.79,-48.3,336.368,-0.498,0.02,0.06,0.115,-2.43,-0.39,       ,        ,0,4,22,75,1476,0.791,11.1,0.38,0.253,0,8.45,       ,    ,   ,        ,       ,0,Simbad,
2427,Collinder_307    , , ,248.833,-50.99,334.402,-2.335,0.016,0.07,0.115,-3.41,-0.04,       ,        ,0,7,84,218,2065,1.166,11.95,0.56,0.374,-0.01,7.25,       ,    ,   ,        ,       ,0,Simbad,
2428,NGC_6178         , , ,248.947,-45.625,338.414,1.228,0.02,0.115,0.19,0.38,-3.6,3.5,2.15,2,4,54,143,1011,0.239,10.101,0.115,0.077,0,7.51,       ,    ,   ,        ,       ,0,Simbad,
